鄉鎮市�,amount.x,...1,Unnamed..0,學校級�,代碼,School,City,地址,電話,地區屬�,longitude,latitude,newLat,newLng,isInServic,inServiceU,amount.y
蘇澳鎮,37,233,233,國民小學,24619,縣立永樂國小,宜蘭縣,[270]宜蘭縣蘇澳鎮永樂路1號,(03)9962840,偏遠,121.543895,24.973708,24.575659,121.8441739,1,0,37
竹山鎮,766,1064,1064,國民小學,84642,縣立竹山國小,南投縣,[557]南投縣竹山鎮延和里向學街32號,(049)2642016,NA,120.431277,24.000544,23.7611494,120.6873067,1,1,766
南投市,1074,1024,1024,國民小學,84601,縣立南投國小,南投縣,[540]南投縣南投市彰南路一段1059號,(049)2222038,NA,120.501859,24.088074,23.906437,120.6851036,1,1,1074
埔里鎮,1171,1039,1039,國民小學,84616,縣立南光國小,南投縣,[545]南投縣埔里鎮中正路251號,(049)2982025,NA,120.480191,24.08795,23.9614839,120.9709862,1,1,1171
草屯鎮,1149,1057,1057,國民小學,84635,縣立炎峰國小,南投縣,[542]南投縣草屯鎮中興路101號,(049)2333221,NA,120.483448,23.963797,23.9744837,120.684487,1,1,1149
中寮鄉,27,1102,1102,國民小學,84682,縣立至誠國小,南投縣,[541]南投縣中寮鄉永平路489之1號,(049)2227215,NA,120.498949,22.724187,23.8937369,120.7196602,1,0,27
名間鄉,391,2639,2639,附設國民小學,81313,私立弘明實驗高中附設國小,南投縣,[551]南投縣名間鄉東湖村大老巷102號,(049)2731799,NA,120.698142,23.859393,23.8572746,120.6963621,1,0,391
竹山鎮,41,1070,1070,國民小學,84648,縣立秀林國小,南投縣,[557]南投縣竹山鎮頂林路456號,(049)2647285,NA,120.513079,23.942067,23.7332782,120.6890487,1,0,41
南投市,67,1036,1036,國民小學,84613,縣立光復國小,南投縣,[540]南投縣南投市光明里光明一路67號,(049)2332587,NA,120.444279,24.083928,23.9418468,120.7019642,1,0,67
埔里鎮,237,1043,1043,國民小學,84620,縣立溪南國小,南投縣,[545]南投縣埔里鎮溪南里珠生路68號,(049)2904517,NA,120.437273,24.044033,23.9487349,120.9526015,1,0,237
草屯鎮,30,1055,1055,國民小學,84633,縣立土城國小,南投縣,[542]南投縣草屯鎮土城里中正路189號,(049)2552024,NA,120.497999,23.954129,23.9848401,120.7428993,1,0,30
吉安鄉,816,2033,2033,國民小學,154620,縣立北昌國小,花蓮縣,[973]花蓮縣吉安鄉北昌村自強路533號,(03)8562619,NA,121.592085,23.987103,23.9871156,121.5920417,1,1,816
秀林鄉,96,2094,2094,國民小學,154689,縣立水源國小,花蓮縣,[972]花蓮縣秀林鄉水源村111號,(03)8570781,NA,121.556867,24.003331,23.9790352,121.5687672,1,1,96
花蓮市,1344,2016,2016,國民小學,154602,縣立明義國小,花蓮縣,[970]花蓮縣花蓮市明義街107號,(03)8326686,NA,120.649284,22.527948,23.9788704,121.6036931,1,1,1344
新城鄉,431,2028,2028,國民小學,154615,縣立北埔國小,花蓮縣,[971]花蓮縣新城鄉北埔路170號,(03)8264624,NA,121.605392,24.032095,24.0318043,121.6048396,1,1,431
秀林鄉,37,2090,2090,國民小學,154685,縣立景美國小,花蓮縣,[972]花蓮縣秀林鄉景美村加灣112號,(03)8266707,NA,121.605871,24.082571,24.0828943,121.6065339,1,0,37
富里鄉,25,2082,2082,國民小學,154677,縣立學田國小,花蓮縣,[983]花蓮縣富里鄉學田村光明路1號,(03)8831324,偏遠,121.227145,23.155448,23.154973,121.2279077,1,0,25
內埔鄉,495,1817,1817,國民小學,134662,縣立內埔國小,屏東縣,[912]屏東縣內埔鄉內埔村廣濟路2號,(08)7792055,偏遠,120.384143,22.616353,22.6101172,120.5656623,1,1,495
竹田鄉,150,1829,1829,國民小學,134674,縣立竹田國小,屏東縣,[911]屏東縣竹田鄉竹田村公正路35號,(08)7710834,偏遠,120.445966,22.740507,22.582961,120.5435487,1,1,150
東港鎮,730,1920,1920,國民小學,134783,縣立東光國小,屏東縣,[928]屏東縣東港鎮興東里長春二路15號,(08)8324927,NA,120.721363,23.27634,22.4689225,120.4595788,1,1,730
林邊鄉,62,1860,1860,國民小學,134706,縣立崎峰國小,屏東縣,[927]屏東縣林邊鄉崎峰村裕後路2號,(08)8752400,偏遠,120.324142,22.849101,22.4263309,120.4925462,1,1,62
長治鄉,455,1786,1786,國民小學,134628,縣立長興國小,屏東縣,[908]屏東縣長治鄉新潭村潭頭路50號,(08)7368567,NA,120.446961,23.265946,22.677134,120.5261845,1,1,455
南州鄉,205,1864,1864,國民小學,134710,縣立溪北國小,屏東縣,[926]屏東縣南州鄉溪北村仁里路102號,(08)8642081,偏遠,120.230428,22.862524,22.4952536,120.5110353,1,1,205
屏東市,1268,1760,1760,國民小學,134602,縣立仁愛國小,屏東縣,[900]屏東縣屏東市興樂里仁愛路98號,(08)7361114,NA,120.265777,23.316089,22.6767807,120.4944621,1,1,1268
恆春鎮,641,1871,1871,國民小學,134717,縣立恆春國小,屏東縣,[946]屏東縣恆春鎮城北里北門路39巷26號,(08)8892035,特偏,120.22562,22.895606,22.0058603,120.7464532,1,1,641
崁頂鄉,112,1854,1854,國民小學,134700,縣立崁頂國小,屏東縣,[924]屏東縣崁頂鄉崁頂村中正路119號,(08)8631959,偏遠,120.358101,22.753304,22.5135841,120.5120381,1,1,112
新園鄉,271,1846,1846,國民小學,134692,縣立仙吉國小,屏東縣,[932]屏東縣新園鄉仙吉村仙吉路91號,(08)8681087,偏遠,120.311738,22.751056,22.5441251,120.4613494,1,1,271
萬丹鄉,777,1775,1775,國民小學,134617,縣立萬丹國小,屏東縣,[913]屏東縣萬丹鄉寶厝村萬新路1497號,(08)7772014,NA,120.329527,23.290136,22.5825849,120.4890535,1,1,777
潮州鎮,754,1809,1809,國民小學,134653,縣立光華國小,屏東縣,[920]屏東縣潮州鎮光華里南進路2號,(08)7882105,NA,120.349678,22.617193,22.5476357,120.5430712,1,1,754
麟洛鄉,271,1782,1782,國民小學,134624,縣立麟洛國小,屏東縣,[909]屏東縣麟洛鄉麟趾村中華路86號,(08)7221670,NA,120.309609,23.372673,22.647738,120.5227752,1,1,271
九如鄉,460,1783,1783,國民小學,134625,縣立九如國小,屏東縣,[904]屏東縣九如鄉九如路二段3-1號,(08)7392159,NA,120.377791,23.32927,22.7279847,120.4886733,1,0,460
林邊鄉,204,1857,1857,國民小學,134703,縣立林邊國小,屏東縣,[927]屏東縣林邊鄉林邊村中山路68號,(08)8752120,偏遠,120.379031,22.877747,22.4324712,120.5184664,1,0,204
長治鄉,71,1788,1788,國民小學,134630,縣立德協國小,屏東縣,[908]屏東縣長治鄉德成村中興路551號,(08)7621844,NA,120.386354,23.294672,22.6931331,120.5414936,1,0,71
屏東市,90,1765,1765,國民小學,134607,縣立凌雲國小,屏東縣,[900]屏東縣屏東市鵬程里光大巷61號,(08)7659025,NA,120.413833,23.35245,22.6649069,120.4460586,1,0,90
恆春鎮,81,1875,1875,國民小學,134722,縣立水泉國小,屏東縣,[946]屏東縣恆春鎮水泉里頂泉路1號,(08)8866208,特偏,120.182354,22.91319,21.9402976,120.7325618,1,0,81
新埤鄉,54,1834,1834,國民小學,134679,縣立萬隆國小,屏東縣,[925]屏東縣新埤鄉萬隆村中山路126號,(08)7870191,偏遠,120.357281,22.683088,22.5080592,120.5867603,1,0,54
萬巒鄉,190,1815,1815,國民小學,134659,縣立佳佐國小,屏東縣,[923]屏東縣萬巒鄉佳和村佳興路59號,(08)7832018,偏遠,120.395195,22.605277,22.5721996,120.5953438,1,0,190
公館鄉,858,575,575,國民小學,54609,縣立公館國小,苗栗縣,[363]苗栗縣公館鄉館中村大同路15號,(037)230103,NA,121.012591,24.83676,24.499476,120.827779,1,1,858
竹南鎮,1921,622,622,國民小學,54660,縣立照南國小,苗栗縣,[350]苗栗縣竹南鎮佳興里光復路331號,(037)472633,NA,120.764553,23.73591,24.6940785,120.8794497,1,1,1921
後龍鎮,680,637,637,國民小學,54679,縣立後龍國小,苗栗縣,[356]苗栗縣後龍鎮大庄里成功路254號,(037)722049,NA,120.833669,24.248822,24.6138687,120.7958811,1,1,680
苑裡鎮,553,677,677,國民小學,54722,縣立客庄國小,苗栗縣,[358]苗栗縣苑裡鎮客庄里新興路21號,(037)865646,NA,120.595607,24.260491,24.4396603,120.6548744,1,1,553
苗栗市,1310,672,672,國民小學,54717,縣立文華國小,苗栗縣,[360]苗栗縣苗栗市文山里正發路133號,(037)354465,NA,120.561725,24.235147,24.5690721,120.8179242,1,1,1310
銅鑼鄉,383,581,581,國民小學,54616,縣立銅鑼國小,苗栗縣,[366]苗栗縣銅鑼鄉福興村文化街1號,(037)981013,NA,120.955037,24.850843,24.4895462,120.7905951,1,1,383
頭份市,1322,670,670,國民小學,54715,縣立建國國小,苗栗縣,[351]苗栗縣頭份市建國路80號,(037)665905,NA,120.62847,24.4203,24.6952504,120.9121915,1,1,1322
後龍鎮,41,640,640,國民小學,54683,縣立龍坑國小,苗栗縣,[356]苗栗縣後龍鎮龍坑里158號,(037)722027,NA,120.773309,24.276058,24.596959,120.7838403,1,0,41
苑裡鎮,104,595,595,國民小學,54631,縣立藍田國小,苗栗縣,[358]苗栗縣苑裡鎮泰田里3鄰62號,(037)743504,NA,120.666443,23.66404,24.3932566,120.6918803,1,0,104
苗栗市,97,572,572,國民小學,54606,縣立新英國小,苗栗縣,[360]苗栗縣苗栗市南勢里新勝8號,(037)320715,NA,121.121791,24.661759,24.527361,120.795573,1,0,97
通霄鎮,628,599,599,國民小學,54635,縣立通霄國小,苗栗縣,[357]苗栗縣通霄鎮通東里中正路12號,(037)752008,NA,120.656404,23.645963,24.4910234,120.6840122,1,0,628
造橋鄉,109,632,632,國民小學,54673,縣立造橋國小,苗栗縣,[361]苗栗縣造橋鄉造橋村十四鄰3號,(037)542686,NA,120.830337,24.258154,24.6460168,120.8275926,1,0,109
頭份市,415,616,616,國民小學,54654,縣立僑善國小,苗栗縣,[351]苗栗縣頭份市中正一路395號,(037)663137,NA,120.754624,23.728325,24.6860977,120.9348653,1,0,415
頭屋鄉,251,573,573,國民小學,54607,縣立頭屋國小,苗栗縣,[362]苗栗縣頭屋鄉頭屋村中山街15號,(037)251071,NA,121.002174,24.838077,24.575632,120.8505331,1,0,251
大溪區,69,354,354,國民小學,34660,市立中興國小,桃園市,[335]桃園市大溪區瑞興里一鄰大鶯路1125號,(03)3801394,偏遠,121.267233,25.10234,24.9251636,121.3100907,1,0,69
新屋區,100,402,402,國民小學,34708,市立大坡國小,桃園市,[327]桃園市新屋區大坡里五鄰5號,(03)4768311,NA,121.215829,24.959418,24.9593212,121.0421102,1,0,100
楊梅區,161,389,389,國民小學,34695,市立上湖國小,桃園市,[326]桃園市楊梅區上湖里上湖二路88號,(03)4728925,NA,121.304675,24.88167,24.9096082,121.0850347,1,0,161
龍潭區,97,421,421,國民小學,34727,市立龍源國小,桃園市,[325]桃園市龍潭區高平里深窩子16之1號,(03)4717149,NA,121.213305,24.896645,24.8255949,121.2118374,1,0,97
龜山區,167,335,335,國民小學,34641,市立大坑國小,桃園市,[333]桃園市龜山區大坑路一段850號,(03)3252430,偏遠,121.31022,24.992318,25.0450217,121.314656,1,0,167
蘆竹區,228,315,315,國民小學,34621,市立山腳國小,桃園市,[338]桃園市蘆竹區南山路三段440號,(03)3241884,NA,121.618614,24.660899,25.0885,121.2876667,1,0,228
觀音區,49,407,407,國民小學,34713,市立大潭國小,桃園市,[328]桃園市觀音區大潭里濱海路大潭段687號,(03)4732087,偏遠,121.252443,24.940255,25.0219128,121.0586593,1,0,49
八德區,2139,340,340,國民小學,34646,市立大成國小,桃園市,[334]桃園市八德區廣福路31號,(03)3661155,NA,121.31482,24.983481,24.9584791,121.2984424,1,1,2139
大園區,1659,318,318,國民小學,34624,市立大園國小,桃園市,[337]桃園市大園區橫峰里中正東路160號,(03)3862030,NA,121.426309,24.488603,25.0590851,121.2026707,1,1,1659
大溪區,1076,479,479,國民小學,34788,市立仁和國小,桃園市,[335]桃園市大溪區仁和二街50號,(03)3076626,NA,121.342966,25.005981,24.8984048,121.2762349,1,1,1076
中壢區,1864,467,467,國民小學,34774,市立元生國小,桃園市,[320]桃園市中壢區文化二路161號,(03)4625566#111,NA,121.30423,25.012763,24.9745384,121.2511461,1,1,1864
平鎮區,1825,376,376,國民小學,34682,市立南勢國小,桃園市,[324]桃園市平鎮區中豐路南勢二段223號,(03)4393724,NA,121.327594,24.991959,24.913476,121.2106409,1,1,1825
桃園區,2876,301,301,國民小學,34607,市立中山國小,桃園市,[330]桃園市桃園區國際路一段1070號,(03)3603012,NA,121.799215,24.68719,24.9862844,121.2896827,1,1,2876
新屋區,1244,395,395,國民小學,34701,市立新屋國小,桃園市,[327]桃園市新屋區新生里中正路196號,(03)4772016,NA,121.266018,24.882887,24.9734606,121.1019361,1,1,1244
楊梅區,1320,461,461,國民小學,34768,市立瑞塘國小,桃園市,[326]桃園市楊梅區瑞溪路二段100號,(03)4316360,NA,121.315177,24.977023,24.90813,121.1795202,1,1,1320
龍潭區,1123,448,448,國民小學,34755,市立龍星國小,桃園市,[325]桃園市龍潭區中正路269號,(03)4797299,NA,121.355247,24.661734,24.8626841,121.2175846,1,1,1123
龜山區,1731,465,465,國民小學,34772,市立南美國小,桃園市,[333]桃園市龜山區南美里南上路99號,(03)3126250,NA,121.320522,25.008907,25.0478314,121.2969385,1,1,1731
蘆竹區,1936,307,307,國民小學,34613,市立南崁國小,桃園市,[338]桃園市蘆竹區羊稠里吉林路160號,(03)3115578,NA,121.806775,24.629103,25.0503008,121.3011017,1,1,1936
觀音區,1307,413,413,國民小學,34719,市立草漯國小,桃園市,[328]桃園市觀音區草漯里新生路1462號,(03)4830160,NA,121.25189,24.968061,25.045658,121.1429776,1,1,1307
二崙鄉,328,1250,1250,國民小學,94688,縣立二崙國小,雲林縣,[649]雲林縣二崙鄉崙東村中興路36號,(05)5982241,NA,120.691024,23.952585,23.7717116,120.4130466,1,1,328
大埤鄉,328,1206,1206,國民小學,94643,縣立大埤國小,雲林縣,[631]雲林縣大埤鄉南和村中正路23號,(05)5912007,NA,120.376114,23.874441,23.6445964,120.431583,1,1,328
斗六市,1189,1173,1173,國民小學,94610,縣立公誠國小,雲林縣,[640]雲林縣斗六市鎮北里北平路95號,(05)5322536,NA,120.610022,23.889497,23.7150829,120.538812,1,1,1189
斗南鎮,740,1194,1194,國民小學,94631,縣立斗南國小,雲林縣,[630]雲林縣斗南鎮西歧里文昌路150號,(05)5972020,NA,120.479133,23.844207,23.6808084,120.4790889,1,1,740
水林鄉,311,1313,1313,國民小學,94753,縣立水燦林國小,雲林縣,[652]雲林縣水林鄉水北村水林路6號,(05)7852845,NA,121.075772,22.790805,23.5726297,120.2466527,1,1,311
北港鎮,1021,1270,1270,國民小學,94708,縣立北辰國小,雲林縣,[651]雲林縣北港鎮新街里成功路30號,(05)7832153,NA,120.485612,22.748723,23.5773685,120.303016,1,1,1021
西螺鎮,931,1242,1242,國民小學,94680,縣立文昌國小,雲林縣,[648]雲林縣西螺鎮中興里延平路504號,(05)5862013,NA,120.94722,24.005062,23.8002332,120.4520814,1,1,931
虎尾鎮,1260,1212,1212,國民小學,94649,縣立立仁國小,雲林縣,[632]雲林縣虎尾鎮立仁街40號,(05)6322205,NA,120.409554,23.925389,23.7058661,120.428277,1,1,1260
麥寮鄉,1183,1264,1264,國民小學,94702,縣立麥寮國小,雲林縣,[638]雲林縣麥寮鄉麥津村中山路260號,(05)6932266,NA,120.751471,22.203353,23.7491612,120.2544243,1,1,1183
莿桐鄉,491,1200,1200,國民小學,94637,縣立莿桐國小,雲林縣,[647]雲林縣莿桐鄉莿桐村中正路147號,(05)5842065,NA,120.567506,23.816027,23.757321,120.4986505,1,1,491
臺西鄉,191,1238,1238,國民小學,94676,縣立崙豐國小,雲林縣,[636]雲林縣臺西鄉永豐村崙豐路42號,(05)6982142,NA,120.528452,24.062891,23.7204448,120.2091745,1,1,191
二崙鄉,161,1252,1252,國民小學,94690,縣立油車國小,雲林縣,[649]雲林縣二崙鄉港後村港後路60號,(05)5982600,NA,120.637902,23.90719,23.7952395,120.3917753,1,0,161
土庫鎮,702,1221,1221,國民小學,94659,縣立土庫國小,雲林縣,[633]雲林縣土庫鎮順天里中正路69號,(05)6622524,NA,120.416261,23.875837,23.6753,120.3889897,1,0,702
大埤鄉,69,1208,1208,國民小學,94645,縣立仁和國小,雲林縣,[631]雲林縣大埤鄉豐岡村仁和路4號,(05)5912454,NA,120.419359,23.954087,23.6620108,120.4224396,1,0,69
斗六市,52,1167,1167,國民小學,94604,縣立梅林國小,雲林縣,[640]雲林縣斗六市梅林里梅林路256號,(05)5572211,NA,120.368642,22.337884,23.702307,120.6016593,0,1,52
斗南鎮,39,1197,1197,國民小學,94634,縣立重光國小,雲林縣,[630]雲林縣斗南鎮將軍里溫厝1號,(05)5972454,NA,120.519475,23.814253,23.658028,120.509114,1,0,39
水林鄉,0,1312,1312,國民小學,94752,縣立和安國小,雲林縣,[652]雲林縣水林鄉溪漧村41號,(05)7853932,特偏,121.043038,22.764927,23.5723224,120.244847,1,0,0
古坑鄉,191,1175,1175,國民小學,94612,縣立古坑國(中)小,雲林縣,[646]雲林縣古坑鄉朝陽路3號,(05)5821024,NA,120.61785,23.810772,23.6458289,120.565828,1,0,191
東勢鄉,216,1232,1232,國民小學,94670,縣立東勢國小,雲林縣,[635]雲林縣東勢鄉東南村東榮路29巷9號,(05)6991036,NA,120.345102,23.978273,23.693257,120.2570421,0,1,216
林內鄉,116,1189,1189,國民小學,94626,縣立重興國小,雲林縣,[643]雲林縣林內鄉重興村重興路15號,(05)5892044,NA,120.460179,23.917168,23.7644656,120.5795779,1,0,116
虎尾鎮,106,1213,1213,國民小學,94650,縣立大屯國小,雲林縣,[632]雲林縣虎尾鎮東屯里147號,(05)6651284,NA,120.32034,23.85302,23.7030636,120.3983097,1,0,106
莿桐鄉,284,1201,1201,國民小學,94638,縣立饒平國小,雲林縣,[647]雲林縣莿桐鄉饒平村饒平路1號,(05)5842071,NA,120.490911,23.852997,23.7772576,120.522261,1,0,284
臺西鄉,237,1237,1237,國民小學,94675,縣立臺西國小,雲林縣,[636]雲林縣臺西鄉台西村民權路9號,(05)6982045,NA,120.586997,23.889205,23.7034983,120.2000984,0,1,237
三民區,2019,2557,2557,國民小學,553611,市立東光國小,高雄市,[807]高雄市三民區黃興路206號,(07)3898338,NA,120.339722,22.649042,22.648236,120.3389977,1,1,2019
大社區,679,1641,1641,國民小學,124638,市立大社區大社國小,高雄市,[815]高雄市大社區大社里三民路336號,(07)3511940,NA,120.250892,22.948728,22.7301145,120.3457145,1,1,679
大寮區,1410,1621,1621,國民小學,124618,市立永芳國小,高雄市,[831]高雄市大寮區永芳里鳳林三路499號,(07)7812814,NA,120.75402,23.492485,22.6056213,120.3949833,1,1,1410
小港區,1465,2600,2600,國民小學,613610,市立漢民國小,高雄市,[812]高雄市小港區漢民路500號,(07)8036569,NA,120.359186,22.566704,22.5666762,120.3590778,1,1,1465
仁武區,1351,1739,1739,國民小學,124744,市立登發國小,高雄市,[814]高雄市仁武區仁和里仁忠路191號,(07)3726033,NA,120.267177,23.238956,22.6798888,120.354344,1,1,1351
左營區,2033,2535,2535,國民小學,533610,市立福山國小,高雄市,[813]高雄市左營區重愛路99號,(07)3487633,NA,120.317215,22.683573,22.6837453,120.3173618,1,1,2033
永安區,179,1736,1736,國民小學,124741,市立維新國小,高雄市,[828]高雄市永安區維新路光明九巷69之10號,(07)6913816,NA,120.276394,23.213299,22.8035549,120.2523997,1,1,179
岡山區,1418,1740,1740,國民小學,124745,市立竹圍國小,高雄市,[820]高雄市岡山區竹圍里大仁北路1號,(07)6233032,NA,120.350282,23.225895,22.8027494,120.3028676,1,1,1418
林園區,1509,1616,1616,國民小學,124613,市立林園國小,高雄市,[832]高雄市林園區林園里忠孝西路20號,(07)6412125,NA,120.669051,23.556274,22.5070172,120.3931432,1,1,1509
前金區,894,2565,2565,國民小學,573601,市立前金國小,高雄市,[801]高雄市前金區大同二路61號,(07)2829001,NA,120.293922,22.626351,22.6264158,120.2938711,1,1,894
前鎮區,1708,2584,2584,國民小學,593610,市立瑞祥國小,高雄市,[806]高雄市前鎮區班超路20號,(07)7221212,NA,120.326798,22.600692,22.6008554,120.3271408,1,1,1708
苓雅區,2319,2571,2571,國民小學,583605,市立四維國小,高雄市,[802]高雄市苓雅區青年一路103號,(07)3348199,NA,120.312653,22.623092,22.6231523,120.3133242,1,1,2319
梓官區,831,1687,1687,國民小學,124687,市立梓官國小,高雄市,[826]高雄市梓官區進學路61號,(07)6193927轉10,NA,120.224837,23.098691,22.760273,120.264535,1,1,831
鳥松區,582,1644,1644,國民小學,124641,市立仁美國小,高雄市,[833]高雄市鳥松區仁美里學堂路2號,(07)7315633,NA,120.288178,22.964457,22.6574356,120.3985232,1,1,582
新興區,1301,2563,2563,國民小學,563603,市立信義國小,高雄市,[800]高雄市新興區中正三路32號,(07)2365163,NA,120.310999,22.631618,22.6309629,120.3105873,1,1,1301
楠梓區,1943,2538,2538,國民小學,543601,市立楠梓國小,高雄市,[811]高雄市楠梓區楠梓路262號,(07)3511140,NA,120.328366,22.732233,22.7334219,120.3279184,1,1,1943
路竹區,1071,1667,1667,國民小學,124667,市立路竹國小,高雄市,[821]高雄市路竹區竹南里中山路712巷16號,(07)6969920,NA,120.458712,23.121248,22.8563263,120.2593858,1,1,1071
鼓山區,2488,2524,2524,國民小學,523606,市立龍華國小,高雄市,[804]高雄市鼓山區大順一路858號,(07)5553086,NA,120.29767,22.655044,22.6552521,120.298411,1,1,2488
旗山區,412,1691,1691,國民小學,124691,市立旗山區鼓山國小,高雄市,[842]高雄市旗山區延平一路111號,(07)6612051,NA,120.266083,23.187542,22.8985075,120.4825914,1,1,412
鳳山區,2157,1614,1614,國民小學,124611,市立新甲國小,高雄市,[830]高雄市鳳山區新強里新富路255號,(07)7668170,NA,120.665002,23.540034,22.6129724,120.34024,1,1,2157
橋頭區,642,1748,1748,國民小學,124753,市立橋頭國小,高雄市,[825]高雄市橋頭區橋頭里樹德路200號,(07)6126011,NA,120.31637,23.30654,22.7613901,120.3059129,1,1,642
燕巢區,475,1656,1656,國民小學,124654,市立燕巢國小,高雄市,[824]高雄市燕巢區東燕里中華路177號,(07)6161495,NA,120.267321,23.00542,22.7955552,120.3659035,1,1,475
彌陀區,497,1684,1684,國民小學,124684,市立彌陀國小,高雄市,[827]高雄市彌陀區彌靖里中正路213號,(07)6176300,NA,120.295674,23.078967,22.7839098,120.2479416,1,1,497
鹽埕區,428,2517,2517,國民小學,513602,市立鹽埕區忠孝國小,高雄市,[803]高雄市鹽埕區大智路71號,(07)5514887,NA,120.285159,22.621585,22.621541,120.2851186,1,1,428
